,Country,Code,Date,Cases
233,Mexico,MEX,2020-08-29,39200
234,Mexico,MEX,2020-08-30,39230
235,Mexico,MEX,2020-08-31,39234
236,Mexico,MEX,2020-09-01,39123
237,Mexico,MEX,2020-09-02,39068
238,Mexico,MEX,2020-09-03,39526
239,Mexico,MEX,2020-09-04,39410
240,Mexico,MEX,2020-09-05,39169
241,Mexico,MEX,2020-09-06,38873
242,Mexico,MEX,2020-09-07,38612
243,Mexico,MEX,2020-09-08,38465
244,Mexico,MEX,2020-09-09,37849
245,Mexico,MEX,2020-09-10,37323
246,Mexico,MEX,2020-09-11,36467
247,Mexico,MEX,2020-09-12,35874
248,Mexico,MEX,2020-09-13,35339
249,Mexico,MEX,2020-09-14,35248
250,Mexico,MEX,2020-09-15,35068
251,Mexico,MEX,2020-09-16,34913
252,Mexico,MEX,2020-09-17,32656
253,Mexico,MEX,2020-09-18,28842
254,Mexico,MEX,2020-09-19,29551
255,Mexico,MEX,2020-09-20,29659
256,Mexico,MEX,2020-09-21,29666
257,Mexico,MEX,2020-09-22,29613
258,Mexico,MEX,2020-09-23,29663
259,Mexico,MEX,2020-09-24,31468
260,Mexico,MEX,2020-09-25,35051
261,Mexico,MEX,2020-09-26,34043
262,Mexico,MEX,2020-09-27,33716
263,Mexico,MEX,2020-09-28,33565
264,Mexico,MEX,2020-09-29,33540
265,Mexico,MEX,2020-09-30,33521
266,Mexico,MEX,2020-10-01,33308
267,Mexico,MEX,2020-10-02,33032
268,Mexico,MEX,2020-10-03,32917
269,Mexico,MEX,2020-10-04,32636
270,Mexico,MEX,2020-10-05,32423
271,Mexico,MEX,2020-10-06,32352
272,Mexico,MEX,2020-10-07,31982
273,Mexico,MEX,2020-10-08,31974
274,Mexico,MEX,2020-10-09,32191
275,Mexico,MEX,2020-10-10,32411
276,Mexico,MEX,2020-10-11,33071
277,Mexico,MEX,2020-10-12,33654
278,Mexico,MEX,2020-10-13,34103
279,Mexico,MEX,2020-10-14,34996
280,Mexico,MEX,2020-10-15,36175
281,Mexico,MEX,2020-10-16,36876
282,Mexico,MEX,2020-10-17,37829
283,Mexico,MEX,2020-10-18,38778
284,Mexico,MEX,2020-10-19,39091
285,Mexico,MEX,2020-10-20,39242
286,Mexico,MEX,2020-10-21,40648
287,Mexico,MEX,2020-10-22,41907
288,Mexico,MEX,2020-10-23,42851
289,Mexico,MEX,2020-10-24,43681
290,Mexico,MEX,2020-10-25,44301
291,Mexico,MEX,2020-10-26,44450
292,Mexico,MEX,2020-10-27,44555
293,Mexico,MEX,2020-10-28,44733
294,Mexico,MEX,2020-10-29,44288
295,Mexico,MEX,2020-10-30,44053
296,Mexico,MEX,2020-10-31,43630
297,Mexico,MEX,2020-11-01,42679
298,Mexico,MEX,2020-11-02,42195
299,Mexico,MEX,2020-11-03,41893
300,Mexico,MEX,2020-11-04,38653
301,Mexico,MEX,2020-11-05,38791
302,Mexico,MEX,2020-11-06,39243
303,Mexico,MEX,2020-11-07,39927
304,Mexico,MEX,2020-11-08,40741
305,Mexico,MEX,2020-11-09,41267
306,Mexico,MEX,2020-11-10,41747
307,Mexico,MEX,2020-11-11,45550
308,Mexico,MEX,2020-11-12,46402
309,Mexico,MEX,2020-11-13,47123
310,Mexico,MEX,2020-11-14,47717
311,Mexico,MEX,2020-11-15,48200
312,Mexico,MEX,2020-11-16,48563
313,Mexico,MEX,2020-11-17,48552
314,Mexico,MEX,2020-11-18,42891
315,Mexico,MEX,2020-11-19,43577
316,Mexico,MEX,2020-11-20,43938
317,Mexico,MEX,2020-11-21,44002
318,Mexico,MEX,2020-11-22,44816
319,Mexico,MEX,2020-11-23,45128
320,Mexico,MEX,2020-11-24,45272
321,Mexico,MEX,2020-11-25,52320
322,Mexico,MEX,2020-11-26,52982
323,Mexico,MEX,2020-11-27,53849
324,Mexico,MEX,2020-11-28,55234
325,Mexico,MEX,2020-11-29,56457
326,Mexico,MEX,2020-11-30,57133
327,Mexico,MEX,2020-12-01,57361
328,Mexico,MEX,2020-12-02,57934
329,Mexico,MEX,2020-12-03,59280
330,Mexico,MEX,2020-12-04,61160
331,Mexico,MEX,2020-12-05,62779
332,Mexico,MEX,2020-12-06,64076
333,Mexico,MEX,2020-12-07,65178
334,Mexico,MEX,2020-12-08,65343
335,Mexico,MEX,2020-12-09,67519
336,Mexico,MEX,2020-12-10,68893
337,Mexico,MEX,2020-12-11,69929
338,Mexico,MEX,2020-12-12,71466
339,Mexico,MEX,2020-12-13,73050
340,Mexico,MEX,2020-12-14,73954
341,Mexico,MEX,2020-12-15,74198
342,Mexico,MEX,2020-12-16,75469
343,Mexico,MEX,2020-12-17,76508
344,Mexico,MEX,2020-12-18,77337
345,Mexico,MEX,2020-12-19,77381
346,Mexico,MEX,2020-12-20,77433
347,Mexico,MEX,2020-12-21,77147
348,Mexico,MEX,2020-12-22,77524
349,Mexico,MEX,2020-12-23,77619
350,Mexico,MEX,2020-12-24,77460
351,Mexico,MEX,2020-12-25,76952
352,Mexico,MEX,2020-12-26,74632
353,Mexico,MEX,2020-12-27,64816
354,Mexico,MEX,2020-12-28,64133
355,Mexico,MEX,2020-12-29,64731
356,Mexico,MEX,2020-12-30,66479
357,Mexico,MEX,2020-12-31,68691
358,Mexico,MEX,2021-01-01,70596
359,Mexico,MEX,2021-01-02,72199
360,Mexico,MEX,2021-01-03,72877
361,Mexico,MEX,2021-01-04,73892
362,Mexico,MEX,2021-01-05,74769
363,Mexico,MEX,2021-01-06,77101
364,Mexico,MEX,2021-01-07,79823
365,Mexico,MEX,2021-01-08,83504
366,Mexico,MEX,2021-01-09,90187
367,Mexico,MEX,2021-01-10,105375
368,Mexico,MEX,2021-01-11,108269
369,Mexico,MEX,2021-01-12,108658
370,Mexico,MEX,2021-01-13,111146
371,Mexico,MEX,2021-01-14,111828
372,Mexico,MEX,2021-01-15,112070
373,Mexico,MEX,2021-01-16,111675
374,Mexico,MEX,2021-01-17,110588
375,Mexico,MEX,2021-01-18,110187
376,Mexico,MEX,2021-01-19,109853
377,Mexico,MEX,2021-01-20,108484
378,Mexico,MEX,2021-01-21,108027
379,Mexico,MEX,2021-01-22,106854
380,Mexico,MEX,2021-01-23,105408
381,Mexico,MEX,2021-01-24,104374
382,Mexico,MEX,2021-01-25,103736
383,Mexico,MEX,2021-01-26,103156
384,Mexico,MEX,2021-01-27,101677
385,Mexico,MEX,2021-01-28,99694
386,Mexico,MEX,2021-01-29,97135
387,Mexico,MEX,2021-01-30,94236
388,Mexico,MEX,2021-01-31,90123
389,Mexico,MEX,2021-02-01,88132
390,Mexico,MEX,2021-02-02,87092
391,Mexico,MEX,2021-02-03,73618
392,Mexico,MEX,2021-02-04,70002
393,Mexico,MEX,2021-02-05,66956
394,Mexico,MEX,2021-02-06,63765
395,Mexico,MEX,2021-02-07,61598
396,Mexico,MEX,2021-02-08,60131
397,Mexico,MEX,2021-02-09,59184
398,Mexico,MEX,2021-02-10,66133
399,Mexico,MEX,2021-02-11,62009
400,Mexico,MEX,2021-02-12,58668
401,Mexico,MEX,2021-02-13,55669
402,Mexico,MEX,2021-02-14,53192
403,Mexico,MEX,2021-02-15,51848
404,Mexico,MEX,2021-02-16,51258
405,Mexico,MEX,2021-02-17,47929
406,Mexico,MEX,2021-02-18,46408
407,Mexico,MEX,2021-02-19,44914
408,Mexico,MEX,2021-02-20,44060
409,Mexico,MEX,2021-02-21,43136
410,Mexico,MEX,2021-02-22,42568
411,Mexico,MEX,2021-02-23,42446
412,Mexico,MEX,2021-02-24,42753
413,Mexico,MEX,2021-02-25,42471
414,Mexico,MEX,2021-02-26,42311
415,Mexico,MEX,2021-02-27,42117
416,Mexico,MEX,2021-02-28,42204
417,Mexico,MEX,2021-03-01,42280
418,Mexico,MEX,2021-03-02,42346
419,Mexico,MEX,2021-03-03,42372
420,Mexico,MEX,2021-03-04,41807
421,Mexico,MEX,2021-03-05,41518
422,Mexico,MEX,2021-03-06,41064
423,Mexico,MEX,2021-03-07,40192
424,Mexico,MEX,2021-03-08,39749
425,Mexico,MEX,2021-03-09,39634
426,Mexico,MEX,2021-03-10,38052
427,Mexico,MEX,2021-03-11,37073
428,Mexico,MEX,2021-03-12,36013
429,Mexico,MEX,2021-03-13,35052
430,Mexico,MEX,2021-03-14,34305
431,Mexico,MEX,2021-03-15,33910
432,Mexico,MEX,2021-03-16,33471
433,Mexico,MEX,2021-03-17,28529
434,Mexico,MEX,2021-03-18,29338
435,Mexico,MEX,2021-03-19,29123
436,Mexico,MEX,2021-03-20,28792
437,Mexico,MEX,2021-03-21,28302
438,Mexico,MEX,2021-03-22,28072
439,Mexico,MEX,2021-03-23,28069
440,Mexico,MEX,2021-03-24,31865
441,Mexico,MEX,2021-03-25,30303
442,Mexico,MEX,2021-03-26,29659
443,Mexico,MEX,2021-03-27,29240
444,Mexico,MEX,2021-03-28,28664
445,Mexico,MEX,2021-03-29,28486
446,Mexico,MEX,2021-03-30,28255
447,Mexico,MEX,2021-03-31,27625
448,Mexico,MEX,2021-04-01,26864
449,Mexico,MEX,2021-04-02,26240
450,Mexico,MEX,2021-04-03,23713
451,Mexico,MEX,2021-04-04,21218
452,Mexico,MEX,2021-04-05,20572
453,Mexico,MEX,2021-04-06,20678
454,Mexico,MEX,2021-04-07,20922
455,Mexico,MEX,2021-04-08,21118
456,Mexico,MEX,2021-04-09,21497
457,Mexico,MEX,2021-04-10,23654
458,Mexico,MEX,2021-04-11,26011
459,Mexico,MEX,2021-04-12,26625
460,Mexico,MEX,2021-04-13,26401
461,Mexico,MEX,2021-04-14,25939
462,Mexico,MEX,2021-04-15,25538
463,Mexico,MEX,2021-04-16,24966
464,Mexico,MEX,2021-04-17,24496
465,Mexico,MEX,2021-04-18,23767
466,Mexico,MEX,2021-04-19,23226
467,Mexico,MEX,2021-04-20,23117
468,Mexico,MEX,2021-04-21,22368
469,Mexico,MEX,2021-04-22,21778
470,Mexico,MEX,2021-04-23,21564
471,Mexico,MEX,2021-04-24,21068
472,Mexico,MEX,2021-04-25,20925
473,Mexico,MEX,2021-04-26,20983
474,Mexico,MEX,2021-04-27,20954
475,Mexico,MEX,2021-04-28,20600
476,Mexico,MEX,2021-04-29,20393
477,Mexico,MEX,2021-04-30,19938
478,Mexico,MEX,2021-05-01,19632
479,Mexico,MEX,2021-05-02,19142
480,Mexico,MEX,2021-05-03,18396
481,Mexico,MEX,2021-05-04,18280
482,Mexico,MEX,2021-05-05,17724
483,Mexico,MEX,2021-05-06,17169
484,Mexico,MEX,2021-05-07,16576
485,Mexico,MEX,2021-05-08,16374
486,Mexico,MEX,2021-05-09,16175
487,Mexico,MEX,2021-05-10,16453
488,Mexico,MEX,2021-05-11,16279
489,Mexico,MEX,2021-05-12,14570
490,Mexico,MEX,2021-05-13,14864
491,Mexico,MEX,2021-05-14,14908
492,Mexico,MEX,2021-05-15,14503
493,Mexico,MEX,2021-05-16,14482
494,Mexico,MEX,2021-05-17,14414
495,Mexico,MEX,2021-05-18,14405
496,Mexico,MEX,2021-05-19,15568
497,Mexico,MEX,2021-05-20,14950
498,Mexico,MEX,2021-05-21,14804
499,Mexico,MEX,2021-05-22,14843
500,Mexico,MEX,2021-05-23,14750
501,Mexico,MEX,2021-05-24,14688
502,Mexico,MEX,2021-05-25,14714
503,Mexico,MEX,2021-05-26,14776
504,Mexico,MEX,2021-05-27,14912
505,Mexico,MEX,2021-05-28,15057
506,Mexico,MEX,2021-05-29,15202
507,Mexico,MEX,2021-05-30,15313
508,Mexico,MEX,2021-05-31,15302
509,Mexico,MEX,2021-06-01,15435
510,Mexico,MEX,2021-06-02,15559
511,Mexico,MEX,2021-06-03,15650
512,Mexico,MEX,2021-06-04,15828
513,Mexico,MEX,2021-06-05,15925
514,Mexico,MEX,2021-06-06,16193
515,Mexico,MEX,2021-06-07,16404
516,Mexico,MEX,2021-06-08,16315
517,Mexico,MEX,2021-06-09,16918
518,Mexico,MEX,2021-06-10,17699
519,Mexico,MEX,2021-06-11,18276
520,Mexico,MEX,2021-06-12,18929
521,Mexico,MEX,2021-06-13,19451
522,Mexico,MEX,2021-06-14,19811
523,Mexico,MEX,2021-06-15,20063
524,Mexico,MEX,2021-06-16,20597
525,Mexico,MEX,2021-06-17,20885
526,Mexico,MEX,2021-06-18,21433
527,Mexico,MEX,2021-06-19,22095
528,Mexico,MEX,2021-06-20,22779
529,Mexico,MEX,2021-06-21,23133
530,Mexico,MEX,2021-06-22,23310
531,Mexico,MEX,2021-06-23,24407
532,Mexico,MEX,2021-06-24,25708
533,Mexico,MEX,2021-06-25,27115
534,Mexico,MEX,2021-06-26,28488
535,Mexico,MEX,2021-06-27,29738
536,Mexico,MEX,2021-06-28,30423
537,Mexico,MEX,2021-06-29,30859
538,Mexico,MEX,2021-06-30,32511
539,Mexico,MEX,2021-07-01,33772
540,Mexico,MEX,2021-07-02,34691
541,Mexico,MEX,2021-07-03,35875
542,Mexico,MEX,2021-07-04,37423
543,Mexico,MEX,2021-07-05,38140
544,Mexico,MEX,2021-07-06,38700
545,Mexico,MEX,2021-07-07,41035
546,Mexico,MEX,2021-07-08,43914
547,Mexico,MEX,2021-07-09,47757
548,Mexico,MEX,2021-07-10,51348
549,Mexico,MEX,2021-07-11,55106
550,Mexico,MEX,2021-07-12,56963
551,Mexico,MEX,2021-07-13,58224
552,Mexico,MEX,2021-07-14,62888
553,Mexico,MEX,2021-07-15,67640
554,Mexico,MEX,2021-07-16,71481
555,Mexico,MEX,2021-07-17,74944
556,Mexico,MEX,2021-07-18,78515
557,Mexico,MEX,2021-07-19,80097
558,Mexico,MEX,2021-07-20,81256
559,Mexico,MEX,2021-07-21,85499
560,Mexico,MEX,2021-07-22,89794
561,Mexico,MEX,2021-07-23,93792
562,Mexico,MEX,2021-07-24,99075
563,Mexico,MEX,2021-07-25,102995
564,Mexico,MEX,2021-07-26,104820
565,Mexico,MEX,2021-07-27,106517
566,Mexico,MEX,2021-07-28,111091
567,Mexico,MEX,2021-07-29,114898
568,Mexico,MEX,2021-07-30,117661
569,Mexico,MEX,2021-07-31,120205
570,Mexico,MEX,2021-08-01,122311
571,Mexico,MEX,2021-08-02,122967
572,Mexico,MEX,2021-08-03,123918
573,Mexico,MEX,2021-08-04,124752
574,Mexico,MEX,2021-08-05,125564
575,Mexico,MEX,2021-08-06,126595
576,Mexico,MEX,2021-08-07,127163
577,Mexico,MEX,2021-08-08,128282
578,Mexico,MEX,2021-08-09,128986
579,Mexico,MEX,2021-08-10,129220
580,Mexico,MEX,2021-08-11,131209
581,Mexico,MEX,2021-08-12,132967
582,Mexico,MEX,2021-08-13,134379
583,Mexico,MEX,2021-08-14,134725
584,Mexico,MEX,2021-08-15,135141
585,Mexico,MEX,2021-08-16,134576
586,Mexico,MEX,2021-08-17,133793
587,Mexico,MEX,2021-08-18,132669
588,Mexico,MEX,2021-08-19,129931
589,Mexico,MEX,2021-08-20,127741
590,Mexico,MEX,2021-08-21,124495
591,Mexico,MEX,2021-08-22,120883
592,Mexico,MEX,2021-08-23,119026
593,Mexico,MEX,2021-08-24,118163
594,Mexico,MEX,2021-08-25,114987
595,Mexico,MEX,2021-08-26,111764
596,Mexico,MEX,2021-08-27,108122
597,Mexico,MEX,2021-08-28,105334
598,Mexico,MEX,2021-08-29,103015
599,Mexico,MEX,2021-08-30,102409
600,Mexico,MEX,2021-08-31,101299
601,Mexico,MEX,2021-09-01,97767
602,Mexico,MEX,2021-09-02,94624
603,Mexico,MEX,2021-09-03,92065
604,Mexico,MEX,2021-09-04,89719
605,Mexico,MEX,2021-09-05,87342
606,Mexico,MEX,2021-09-06,86647
607,Mexico,MEX,2021-09-07,86034
608,Mexico,MEX,2021-09-08,84266
609,Mexico,MEX,2021-09-09,82096
610,Mexico,MEX,2021-09-10,79539
611,Mexico,MEX,2021-09-11,77752
612,Mexico,MEX,2021-09-12,76284
613,Mexico,MEX,2021-09-13,75150
614,Mexico,MEX,2021-09-14,74695
615,Mexico,MEX,2021-09-15,72556
616,Mexico,MEX,2021-09-16,70853
617,Mexico,MEX,2021-09-17,66386
618,Mexico,MEX,2021-09-18,58070
619,Mexico,MEX,2021-09-19,57961
620,Mexico,MEX,2021-09-20,57450
621,Mexico,MEX,2021-09-21,56946
622,Mexico,MEX,2021-09-22,55876
623,Mexico,MEX,2021-09-23,54571
624,Mexico,MEX,2021-09-24,56789
625,Mexico,MEX,2021-09-25,61816
626,Mexico,MEX,2021-09-26,58868
627,Mexico,MEX,2021-09-27,57940
628,Mexico,MEX,2021-09-28,57442
629,Mexico,MEX,2021-09-29,54971
630,Mexico,MEX,2021-09-30,52410
631,Mexico,MEX,2021-10-01,49814
632,Mexico,MEX,2021-10-02,47434
633,Mexico,MEX,2021-10-03,44758
634,Mexico,MEX,2021-10-04,43783
635,Mexico,MEX,2021-10-05,43177
636,Mexico,MEX,2021-10-06,40705
637,Mexico,MEX,2021-10-07,39372
638,Mexico,MEX,2021-10-08,38117
639,Mexico,MEX,2021-10-09,37126
640,Mexico,MEX,2021-10-10,36194
641,Mexico,MEX,2021-10-11,35793
642,Mexico,MEX,2021-10-12,35686
643,Mexico,MEX,2021-10-13,34591
644,Mexico,MEX,2021-10-14,33451
645,Mexico,MEX,2021-10-15,32223
646,Mexico,MEX,2021-10-16,31594
647,Mexico,MEX,2021-10-17,31059
648,Mexico,MEX,2021-10-18,30511
649,Mexico,MEX,2021-10-19,29886
650,Mexico,MEX,2021-10-20,28705
651,Mexico,MEX,2021-10-21,27820
652,Mexico,MEX,2021-10-22,27213
653,Mexico,MEX,2021-10-23,26467
654,Mexico,MEX,2021-10-24,25762
655,Mexico,MEX,2021-10-25,25597
656,Mexico,MEX,2021-10-26,25487
657,Mexico,MEX,2021-10-27,25162
658,Mexico,MEX,2021-10-28,24827
659,Mexico,MEX,2021-10-29,24406
660,Mexico,MEX,2021-10-30,23940
661,Mexico,MEX,2021-10-31,23445
662,Mexico,MEX,2021-11-01,23026
663,Mexico,MEX,2021-11-02,22696
664,Mexico,MEX,2021-11-03,20911
665,Mexico,MEX,2021-11-04,19267
666,Mexico,MEX,2021-11-05,19295
667,Mexico,MEX,2021-11-06,19161
668,Mexico,MEX,2021-11-07,18907
